player name,matches played,bat innings,bat runs,highest score,bat avg,bat sr,50s,100s,recent scores,bowl innings,overs,wickets,bowl avg,econ,bowl sr,recent bowling,role
Ayaan Iyer,253,207,260,7,17.72,101.25,0,0,"23, 12, 8, 28, 3",253,267.2,232,20.34,8.97,13.69,"1/20, 0/27, 1/20, 2/30, 0/29",bowler
Liam Taylor,242,199,5298,106,37.53,96.46,13,4,"27, 30, 29, 23, 19",13,15.1,3,22.3,6.22,22.27,,batter
Santiago Silva,35,23,744,63,37.7,134.39,3,0,"1, 0, 55, 1, 31",22,64.2,24,19.43,7.88,13.9,"0/28, 0/15, 1/21, 0/27, 1/22",allrounder
Arjun Fernandez,215,185,4334,113,24.36,138.65,34,1,"32, 6, 22, 13, 20",114,373.5,123,18.54,8.18,18.45,"1/26, 0/19, 0/20, 2/15, 1/22",allrounder
Santiago Yamamoto,337,274,5999,107,21.84,153.52,27,1,"26, 39, 27, 1, 30",231,677.5,267,18.45,6.39,13.86,"2/24, 2/20, 0/26, 0/14, 1/15",allrounder
Wei Hassan,90,69,1549,8,29.08,131.39,0,0,"4, 10, 23, 18, 20",90,120.5,103,25.14,8.19,16.36,"0/12, 1/31, 1/26, 0/28, 1/27",bowler
Sunil Nguyen,264,196,682,29,19.57,145.47,2,1,"2, 11, 25, 18, 18",264,696.4,252,14.32,8.19,14.43,"0/16, 2/25, 2/7, 0/19, 2/20",bowler
Nikhil Diallo,93,71,1035,19,20.32,142.84,0,0,"12, 27, 6, 14, 22",93,174.5,83,31.04,7.34,21.62,"1/30, 1/28, 1/17, 0/29, 0/24",bowler
Rajiv Iyer,90,58,1181,125,33.2,89.7,14,3,"40, 2, 27, 4, 27",49,95.1,55,35.95,7.47,32.86,"2/28, 0/23, 0/25, 0/28, 0/22",allrounder
Nikhil Okoro,115,76,1197,123,22.93,137.36,9,1,"2, 6, 0, 38, 26",67,188.4,101,42.23,8.49,20.42,"1/34, 3/37, 2/31, 1/31, 1/23",allrounder
Pedro Singh,105,66,1745,58,29.79,166.01,4,0,"8, 26, 29, 21, 39",21,27,5,30.48,9.75,21.46,,batter
Ethan Okoro,196,127,3350,116,38.58,115.63,25,1,"30, 28, 59, 39, 28",0,0,0,0,0,0,,batter
Takumi Moretti,314,231,3939,109,23.96,125.11,36,7,"30, 21, 19, 26, 3",15,37.2,3,20.46,7.33,27.28,,batter
Wei Garcia,114,87,1059,125,13.81,166.55,8,3,"26, 17, 15, 9, 16",51,140.5,88,20.84,4.74,26.04,"1/10, 0/10, 2/14, 1/18, 1/12",allrounder
Pedro Smith,75,45,1597,103,49.16,145.13,9,1,"65, 24, 59, 45, 25",39,116.4,54,28.68,8.95,21.35,"1/18, 0/23, 2/36, 0/26, 1/21",allrounder
Ethan Adeyemi,217,182,1677,110,13.79,182.06,17,5,"15, 1, 14, 22, 18",18,25.5,15,72.78,6.97,26.25,,batter
Suraj Yamamoto,277,191,779,25,32.99,120.25,1,0,"6, 25, 7, 4, 20",277,711.3,280,18.92,8.73,14.54,"0/17, 0/18, 0/11, 1/28, 2/19",bowler
Suraj Tanaka,249,218,4063,104,36.76,174.61,15,9,"21, 23, 4, 5, 6",29,34.4,6,20.34,8.26,13.18,,batter
Kwame Mehta,164,146,3236,104,29.63,141.07,19,7,"10, 30, 38, 1, 4",106,337.3,106,31.62,7,21.77,"0/31, 3/29, 0/19, 1/21, 0/30",allrounder
Rafael Okoro,192,126,2126,109,31.4,107.39,17,5,"24, 6, 40, 28, 24",83,165.4,132,16.9,7.39,12.63,"3/21, 0/8, 1/26, 1/23, 0/10",allrounder
Santiago Patel,227,168,4120,112,28.22,147.56,26,5,"21, 43, 6, 0, 2",108,267.5,179,24.48,4.19,26.35,"0/16, 0/13, 1/12, 4/11, 0/6",allrounder
Anil Anderson,177,106,1457,39,40.9,137.2,0,0,"13, 3, 22, 9, 19",177,451.5,181,24.19,8.61,18.35,"2/30, 3/21, 2/23, 4/37, 1/39",bowler
Yusuf Costa,99,77,1426,18,18.41,132.08,1,0,"14, 17, 19, 12, 28",99,306.1,80,27.18,5.27,26.54,"1/26, 0/6, 0/22, 0/26, 1/21",bowler
Takumi Kumar,36,28,512,56,20.84,162.52,2,0,"3, 2, 28, 40, 25",22,23.1,5,28.18,7.49,11.63,,batter
Emmanuel Johnson,96,65,982,111,20.91,141.34,4,2,"43, 41, 3, 33, 15",0,0,0,0,0,0,,batter
Arjun Sharma,152,117,2050,106,28.89,107.55,6,5,"6, 52, 21, 2, 9",64,134.5,113,17,5.38,10.31,"2/17, 1/23, 0/6, 0/14, 0/13",allrounder
Henry Deshmukh,151,101,1968,119,21.03,98.35,8,3,"49, 25, 0, 19, 5",73,141.5,99,21.76,8.67,21.11,"1/18, 1/26, 0/11, 1/22, 0/20",allrounder
George Kaur,190,123,554,53,7.57,116.96,22,0,"8, 11, 7, 3, 3",114,198.5,150,18.83,7.35,18.06,"0/14, 0/16, 0/7, 2/27, 2/14",allrounder
Arjun Lopez,224,178,5704,130,45.83,82.85,35,5,"65, 64, 12, 4, 45",114,340.3,197,32.79,8.61,21.21,"0/31, 0/20, 1/32, 3/38, 0/14",allrounder
Pedro Kumar,37,26,1371,16,32.93,121.93,1,0,"7, 8, 15, 18, 15",37,126.4,31,18.45,7.74,14.32,"0/28, 1/31, 1/27, 0/15, 1/25",bowler
Moses Taylor,268,208,175,21,12.31,95.64,0,0,"6, 13, 27, 13, 24",268,468.3,229,27.95,8,17.07,"0/25, 1/18, 1/20, 1/12, 1/19",bowler
Sunil Patel,183,134,3399,122,34.25,160.59,15,5,"9, 38, 0, 7, 54",80,188.5,106,28.65,7.86,24.31,"2/13, 2/21, 1/22, 0/28, 0/20",allrounder
Julian Mendes,13,12,233,70,25.04,83.94,2,0,"28, 13, 28, 35, 24",7,18.3,7,14.91,3.12,21.37,"0/18, 3/16, 0/24, 1/13, 0/15",allrounder
Haruto Costa,279,180,5076,101,30.25,136.69,11,8,"46, 17, 49, 21, 36",20,31.2,4,43.31,10.94,39.06,,batter
Rohan Mehta,217,160,1267,13,22.1,167.88,3,0,"26, 3, 25, 14, 2",217,308.1,198,24.47,5.05,20.85,"1/16, 1/20, 0/26, 1/12, 0/19",bowler
Sunil Smith,286,230,8114,111,39.74,137.26,57,9,"45, 23, 0, 55, 5",42,81.1,14,55.23,9.52,26.33,,batter
Anil Kumar,273,196,2365,100,19.5,121.77,24,2,"11, 5, 2, 21, 35",113,251.5,183,29.49,6.09,30.83,"0/23, 1/30, 2/15, 0/38, 0/21",allrounder
Julian Kaur,62,55,740,39,31.96,145.34,0,0,"4, 0, 2, 14, 23",62,134.2,52,24.54,6.98,16.8,"1/25, 0/29, 1/16, 1/20, 0/17",bowler
Diego Ali,84,69,960,124,19.1,119.59,10,2,"20, 24, 8, 24, 20",0,0,0,0,0,0,,batter
Lucas Mehta,217,173,1287,17,16.98,129.98,2,0,"26, 7, 28, 3, 1",217,238.1,237,27.28,10.15,25.19,"2/23, 0/31, 0/20, 3/27, 1/21",bowler
Nikhil Adeyemi,342,283,1054,19,16.76,92.75,0,0,"28, 23, 23, 9, 3",342,1148,301,17.21,8.4,12.85,"0/11, 0/22, 0/24, 0/20, 0/15",bowler
Haruto Lee,187,166,2987,112,28.25,148.42,18,2,"11, 9, 45, 29, 17",25,21.4,3,19.88,7.86,15.74,,batter
Ethan Baker,19,17,265,106,26.71,143.75,1,1,"7, 30, 31, 18, 36",18,30.1,7,23.56,9.3,15.5,,batter
Anil Verma,177,145,283,22,16.26,103.51,0,0,"2, 1, 24, 16, 22",177,278.4,179,26.67,8.86,23.65,"0/19, 0/25, 1/19, 1/23, 1/24",bowler
Ibrahim Baker,100,82,560,37,19.42,124.63,2,1,"20, 23, 19, 22, 12",100,324.3,85,35.27,8.99,15.25,"0/43, 2/39, 1/34, 0/42, 1/27",bowler
Liam Okoro,233,150,1012,10,26.37,159.9,2,0,"4, 29, 20, 29, 8",233,337.5,274,15.63,4.61,16.95,"1/17, 1/23, 1/23, 2/13, 1/13",bowler
George Garcia,76,48,706,31,42.23,125.41,1,0,"24, 28, 24, 27, 21",76,115.2,69,21.36,8.83,10.16,"1/27, 3/16, 2/30, 3/24, 0/23",bowler
Ethan Diallo,265,204,2448,101,11.32,106.19,47,4,"19, 19, 15, 9, 20",110,311.4,206,17.38,7.73,15.53,"1/21, 1/33, 0/34, 1/30, 0/33",allrounder
Lucas Adeyemi,284,172,300,27,18,87.34,0,0,"5, 4, 24, 9, 7",284,469.4,261,27.14,7.67,26.17,"2/29, 0/12, 0/34, 1/19, 1/19",bowler
Ayaan Khan,206,153,945,31,23.55,150.7,0,0,"6, 6, 5, 20, 28",206,230.5,209,21.51,5.69,25.44,"1/12, 0/18, 0/13, 0/18, 0/15",bowler
Diego Torres,223,148,1424,116,12.58,152.99,15,2,"22, 8, 19, 6, 15",138,354.5,162,18.44,7.09,10.78,"4/30, 3/30, 1/30, 2/18, 2/33",allrounder
Suraj Fernandez,52,37,825,38,31.74,129.75,0,0,"19, 2, 18, 21, 14",52,129.5,53,22.6,5.56,18.66,"2/29, 1/19, 1/15, 0/17, 2/20",bowler
George Nguyen,339,282,915,107,4.26,119.64,23,8,"5, 6, 7, 3, 5",0,0,0,0,0,0,,batter
Hiroshi Tanaka,144,127,1721,100,15.25,153.45,22,5,"14, 12, 24, 12, 7",0,0,0,0,0,0,,batter
Omar Taylor,69,43,926,18,17.01,122.84,1,0,"3, 27, 11, 5, 18",69,135.5,77,13.8,4.61,15.84,"1/22, 1/18, 2/12, 0/21, 0/5",bowler
Ahmed Ali,99,75,1131,12,15.34,109.3,1,0,"3, 14, 8, 4, 12",99,229.3,116,24.62,5.28,28.81,"1/21, 1/21, 2/17, 0/15, 1/19",bowler
Marcus Okoro,25,22,185,39,10.83,103.25,0,0,"22, 25, 17, 29, 29",25,90.2,27,23.59,8.32,10.79,"0/33, 1/31, 1/45, 1/33, 0/35",bowler
Anil Williams,53,33,526,116,16.52,165.34,5,1,"8, 19, 22, 20, 24",0,0,0,0,0,0,,batter
Ahmed Okoro,151,128,2420,122,24.5,102.07,15,2,"32, 39, 28, 11, 0",0,0,0,0,0,0,,batter
Victor Garcia,144,102,2302,114,31.94,128.78,9,3,"39, 22, 14, 28, 38",0,0,0,0,0,0,,batter
Zhang Iyer,57,40,398,128,13.84,143.83,7,1,"17, 3, 25, 14, 5",24,37.1,6,31.64,8.34,16.63,,batter
Rajiv Sharma,39,35,870,23,25.04,142.14,3,0,"4, 24, 15, 26, 18",39,68.3,42,17.69,7.27,14.67,"0/25, 0/16, 1/11, 0/12, 1/21",bowler
Daniel Okoro,109,72,1901,125,31.84,137.9,17,2,"44, 11, 40, 8, 9",28,33.3,9,32.68,8.19,29.3,,batter
Haruto Kaur,181,146,740,34,21.51,184.83,1,0,"13, 24, 29, 15, 26",181,695,204,35.67,10.5,16.56,"0/24, 1/33, 0/29, 2/24, 0/26",bowler
Rajiv Silva,42,36,1081,125,36.47,188.71,7,1,"21, 13, 16, 9, 55",22,50.5,25,30.38,10.21,18.43,"1/20, 0/21, 2/33, 1/12, 0/36",allrounder
Haruto Kumar,186,114,1750,122,22.16,112.98,21,3,"20, 22, 8, 9, 1",21,35.3,6,27.06,7.8,24.14,,batter
Chinedu Garcia,223,179,585,18,25.77,158.57,0,0,"14, 21, 3, 6, 15",223,974.5,203,13.01,4.29,14.01,"0/10, 0/10, 0/0, 2/18, 1/20",bowler
Diego Jones,122,108,1398,24,26.69,109.52,2,1,"23, 21, 20, 21, 20",122,139.3,132,18.94,8.61,11.84,"0/24, 2/27, 0/17, 2/19, 1/12",bowler
Santiago Jones,133,85,3141,130,47.98,160.7,16,3,"45, 54, 4, 59, 28",23,36.3,6,30.94,6.12,17.32,,batter
Rafael Lopez,163,142,1022,29,33.11,136.42,0,0,"7, 16, 15, 26, 22",163,293.5,190,22.89,9.09,14.66,"2/29, 0/30, 1/24, 0/27, 0/32",bowler
Zhang Chukwu,215,167,5049,112,28.89,138.05,29,5,"31, 28, 3, 40, 0",128,222.2,183,22.39,4.86,19.31,"0/16, 1/18, 0/18, 1/14, 3/14",allrounder
Yusuf Patel,221,173,2383,110,22.53,170.36,24,3,"7, 39, 19, 22, 6",143,262.3,126,29.64,8.48,19.97,"0/17, 1/21, 1/26, 0/28, 0/30",allrounder
Wei Chukwu,235,184,2166,119,14.54,139.62,29,2,"23, 12, 24, 1, 4",0,0,0,0,0,0,,batter
Sunil Chukwu,331,228,5013,119,32.24,144.31,21,10,"28, 10, 36, 34, 0",196,514.1,167,22.8,6.16,14.61,"0/16, 1/28, 0/11, 0/6, 1/22",allrounder
Marcus Khan,146,129,346,28,15.66,106.93,0,0,"9, 9, 26, 1, 29",146,167.5,123,26.9,7.64,24.14,"3/21, 0/17, 0/20, 2/17, 0/22",bowler
Kwame Chukwu,239,211,3956,101,23.63,152.23,42,2,"4, 31, 41, 1, 27",45,121.1,22,35.63,12.46,19.04,,batter
Suraj Khan,76,60,236,18,19.53,101.74,0,0,"8, 16, 10, 9, 21",76,173.2,67,23.24,3.88,25.05,"0/13, 1/6, 1/22, 0/11, 0/7",bowler
Henry Reddy,9,8,129,63,22.28,89.28,2,0,"5, 6, 1, 25, 3",4,8.5,5,29.21,8.17,17.17,"1/21, 1/17, 0/16, 1/26, 2/13",allrounder
Emmanuel Mehta,74,58,288,30,13.6,87.81,0,0,"24, 16, 3, 15, 19",74,81.4,70,19.59,7.69,19.06,"4/20, 1/28, 1/17, 0/24, 0/39",bowler
Ethan Ali,253,189,6100,114,40.37,90.3,47,3,"0, 30, 50, 62, 59",49,74.1,12,47,8.95,19.14,,batter
Santiago Anderson,230,184,1379,27,25.69,166.05,1,0,"14, 24, 26, 20, 4",230,200.5,260,37.66,5.77,24.54,"1/13, 1/31, 1/21, 1/21, 0/19",bowler
Kwame Khan,7,5,87,42,23.33,124.36,0,0,"30, 18, 8, 11, 5",0,0,0,0,0,0,,batter
Liam Deshmukh,174,136,4429,104,42.49,87.68,16,3,"58, 23, 6, 20, 27",27,49.1,15,54.1,7.2,30.03,,batter
Zhang Singh,141,118,2211,120,29.85,153.18,16,4,"1, 24, 48, 27, 6",0,0,0,0,0,0,,batter
Sunil Iyer,168,125,3116,121,21.89,83.12,8,2,"27, 0, 46, 0, 0",22,16.1,7,31.23,7.25,10.71,,batter
Moses Kumar,170,104,2444,122,29.36,153.54,17,2,"23, 26, 0, 0, 1",17,33.3,5,25.69,6.52,19.49,,batter
Ethan Garcia,283,184,5152,116,34.8,157.76,31,3,"9, 27, 37, 9, 36",23,19.2,3,50.1,10.63,32.17,,batter
Diego Watanabe,122,89,1368,26,35.11,121.07,3,0,"5, 16, 0, 24, 18",122,256.5,99,24.82,8.78,16.17,"2/28, 1/40, 0/28, 1/25, 1/25",bowler
Santiago Johnson,194,159,3975,107,35.41,140.08,9,1,"8, 42, 7, 30, 26",13,20.5,3,25.14,7.64,18.24,,batter
Pedro Yamamoto,5,4,53,60,13,118.52,1,0,"26, 21, 16, 7, 12",13,21.4,4,22.13,8.28,20.89,,batter
Henry Torres,29,23,211,110,14.72,129.06,1,1,"17, 9, 2, 16, 6",14,33.1,18,32.73,6.95,26.78,"0/18, 1/12, 0/32, 0/18, 0/14",allrounder
Chinedu Lopez,165,123,1112,23,37.03,81.12,0,0,"3, 16, 8, 23, 1",165,170.1,149,40.34,10.34,25.86,"2/25, 0/22, 0/35, 2/22, 0/18",bowler
Moses Reddy,339,266,993,7,34.44,117.82,0,1,"7, 14, 6, 26, 5",339,663.5,369,30.93,9.33,23.68,"0/20, 0/28, 1/17, 0/22, 2/22",bowler
Rohan Mendes,136,95,2283,68,35.21,91.93,22,0,"15, 9, 20, 0, 26",20,11.5,2,10.66,6.04,22.22,,batter
Kwame Johnson,321,238,6098,130,33.28,92.91,45,6,"27, 37, 3, 30, 54",27,37.5,6,24.85,8.93,21.11,,batter
Marcus Johnson,342,282,8504,105,46,82.91,43,12,"0, 69, 42, 48, 66",0,0,0,0,0,0,,batter
Chinedu Ali,145,125,2339,54,32.94,121.64,17,0,"33, 4, 54, 18, 6",13,29.4,2,22.14,11.03,18.16,,batter
Wei Lee,327,239,4906,115,15.82,171.24,18,11,"43, 19, 9, 2, 29",12,35.3,8,22.12,8.92,16,,batter
Rohan Jones,217,133,1957,130,22.46,71.34,14,1,"26, 7, 0, 34, 3",0,0,0,0,0,0,,batter
Omar Khan,301,195,4587,109,31.65,193.92,44,8,"16, 4, 13, 23, 43",26,45.4,11,45.63,8.01,18.05,,batter
Julian Williams,132,80,1116,108,23.24,138.44,18,2,"23, 16, 31, 32, 2",13,36.4,7,30.27,9.15,30.71,,batter
Kwame Brown,292,232,1051,23,21.61,132.63,0,1,"0, 14, 22, 25, 6",292,468.2,245,24.13,9.83,17.17,"0/23, 1/26, 2/17, 1/33, 2/22",bowler
Arjun Dlamini,70,49,1154,102,28.97,120.16,8,1,"43, 22, 25, 8, 38",0,0,0,0,0,0,,batter
Arjun Watanabe,252,192,6619,121,48.23,188.9,37,5,"69, 22, 48, 46, 38",11,27.1,6,30.97,10.06,22.34,,batter
Rohan Lee,275,206,583,13,30.51,124.92,2,1,"28, 29, 24, 16, 1",275,350.1,237,22.02,7.09,15.63,"2/24, 0/22, 2/22, 1/24, 0/21",bowler
Chinedu Silva,182,114,839,32,16.74,157.27,0,0,"26, 8, 28, 8, 12",182,271,203,20.05,4.33,17.65,"2/32, 3/25, 4/19, 1/15, 1/17",bowler
Yusuf Okoro,167,120,4653,100,49.3,105.46,11,3,"8, 53, 32, 9, 75",20,35.1,7,34.12,9.07,25,,batter
Lucas Baker,91,61,58,24,15.62,89.96,0,0,"5, 5, 19, 19, 20",91,166.3,94,28.07,4.83,29.73,"0/20, 1/5, 0/22, 0/26, 1/13",bowler
Chinedu Costa,202,147,484,11,23.59,132.75,3,0,"2, 16, 16, 11, 15",202,229.4,224,14.06,3.81,17.51,"0/15, 1/16, 1/12, 0/16, 0/1",bowler
Sunil Brown,346,229,3302,108,16.01,75.61,33,9,"17, 0, 10, 3, 17",0,0,0,0,0,0,,batter
Pedro Fernandez,19,16,335,71,34.35,134.29,2,0,"12, 24, 8, 34, 23",9,25.3,15,27.06,12.76,12.3,"1/45, 1/29, 1/31, 4/48, 1/36",allrounder
Mateo Hassan,39,25,591,106,36.02,98.38,6,1,"43, 50, 6, 0, 44",17,51.1,23,19.46,5.84,17.71,"1/13, 1/17, 1/13, 1/19, 2/20",allrounder
Carlos Kumar,126,112,3036,115,31.92,115.7,20,4,"39, 13, 54, 3, 49",10,37.2,6,28.71,7.79,19.77,,batter
Carlos Okoro,173,125,2983,127,32.81,124,29,5,"4, 36, 48, 38, 8",30,53.2,22,54.77,12.9,21.36,,batter
Takumi Dlamini,141,120,504,107,5.26,131.09,17,4,"5, 6, 11, 1, 4",92,185,109,24.9,7.36,20.5,"1/17, 0/29, 0/10, 1/37, 1/22",allrounder
Anil Silva,242,191,303,18,7.33,114.89,0,0,"14, 12, 22, 0, 16",242,523.5,210,17.08,7.78,16.94,"0/7, 0/23, 4/16, 3/14, 1/22",bowler
Lucas Kumar,220,181,4707,109,38.72,122.94,43,7,"54, 32, 23, 28, 54",19,17.2,6,30.1,9.46,29.25,,batter
Takumi Silva,126,105,3146,117,37.33,138.04,15,2,"0, 21, 5, 56, 5",23,32.1,3,27.37,7.79,20.02,,batter
Moses Brown,58,44,889,117,19.46,166.46,4,1,"15, 2, 28, 24, 7",21,23.2,6,24.92,5.38,18.3,,batter
Lucas Mensah,148,113,752,13,25.68,108.34,1,1,"2, 25, 14, 3, 3",148,237.2,166,30.59,8.08,23.8,"1/13, 2/34, 1/10, 0/22, 0/24",bowler
Ahmed Mensah,317,239,835,23,19.95,120.14,2,0,"17, 16, 18, 10, 19",317,479,342,43.2,8.96,24.58,"1/43, 1/33, 1/29, 2/21, 1/10",bowler
Moses Diallo,1,1,20,45,21.25,154.63,0,0,"18, 8, 18, 33, 28",12,15.5,12,24.36,6.14,30.51,,batter
Haruto Smith,348,212,1414,18,20.71,174.84,3,0,"2, 7, 13, 25, 0",348,389.3,397,17.35,6.76,12.29,"1/34, 2/29, 0/19, 0/27, 3/33",bowler
Kofi Smith,190,137,821,21,32.12,128.91,3,0,"13, 1, 28, 22, 3",190,447.1,188,33.59,8.23,17.79,"1/17, 0/15, 0/17, 0/20, 3/19",bowler
Ayaan Smith,191,149,3206,116,32.31,109.18,35,7,"31, 39, 25, 6, 7",0,0,0,0,0,0,,batter
Akash Mensah,312,243,3353,110,20.64,165.79,18,8,"29, 21, 22, 2, 5",33,50.2,5,48.54,8.68,32.36,,batter
Henry Tanaka,117,98,1534,34,20.32,117.54,3,0,"23, 26, 28, 18, 5",117,227.3,131,12.42,5.17,23.23,"0/16, 0/4, 1/13, 0/4, 0/14",bowler
Ethan Taylor,134,107,2347,128,39.55,138.77,6,4,"9, 31, 1, 6, 39",83,170.1,79,26.86,8.97,21.07,"0/18, 2/24, 1/27, 2/15, 1/20",allrounder
Yusuf Brown,58,52,940,13,21.97,114.51,3,0,"24, 0, 16, 7, 18",58,75,65,41.48,6.9,19.57,"0/23, 0/20, 2/37, 3/32, 0/32",bowler
Yusuf Johnson,44,30,897,37,31.42,135.1,0,0,"20, 0, 4, 26, 15",44,52.5,35,25.42,7.55,19.56,"0/18, 2/23, 1/33, 0/16, 0/37",bowler
Rajiv Smith,173,122,3332,122,41.64,147.53,21,1,"46, 6, 22, 18, 1",24,27.1,7,39.67,8.2,20.26,,batter
Julian Silva,160,114,355,29,15.91,92.59,0,0,"5, 7, 12, 15, 29",160,189.1,150,16.94,7.92,20.38,"2/21, 1/30, 0/11, 0/25, 1/14",bowler
Ayaan Chukwu,173,128,921,18,26.22,161.23,0,0,"2, 18, 11, 15, 26",173,674.3,180,35.93,7.9,19.91,"0/28, 0/33, 0/34, 0/36, 0/10",bowler
Liam Mensah,317,270,7000,124,28.37,166.42,30,2,"43, 50, 28, 26, 23",13,30.4,5,21.11,8.81,19.44,,batter
Emmanuel Hassan,303,203,6334,121,37.94,158.85,49,9,"15, 44, 22, 1, 2",13,30.1,6,15.6,7.11,13.54,,batter
Haruto Williams,149,124,1469,123,13.29,89,30,5,"8, 5, 15, 15, 8",14,6.2,1,44.1,11.65,14.71,,batter
Rohan Moretti,80,58,1431,107,21.47,134.11,6,2,"1, 32, 3, 39, 8",0,0,0,0,0,0,,batter
Ibrahim Singh,213,166,3770,117,27.15,169.6,24,5,"3, 40, 4, 19, 9",19,24.5,8,35.2,8.5,18.47,,batter
Liam Kumar,203,160,2094,116,19.91,135.89,39,3,"11, 29, 16, 6, 11",27,23.5,5,24.54,9.47,21.02,,batter
Daniel Chukwu,252,179,4607,130,25.8,208.52,9,3,"29, 6, 2, 62, 39",0,0,0,0,0,0,,batter
Rajiv Yamamoto,229,173,6076,115,39.75,178.26,23,6,"32, 12, 45, 54, 31",15,11.4,8,19.27,8.13,19.67,,batter
Lucas Williams,164,119,1957,103,18.21,131.96,8,5,"23, 27, 11, 15, 2",99,214.4,103,37.36,7.72,29.43,"0/32, 0/22, 0/20, 0/16, 0/25",allrounder
Rohan Dlamini,227,141,804,15,26.84,110.99,3,0,"10, 9, 24, 19, 3",227,670.5,210,37.59,11.87,16.86,"2/36, 0/38, 0/38, 2/41, 0/40",bowler
Akash Hassan,147,107,1120,39,24.53,98.9,1,0,"11, 22, 1, 23, 21",147,365.2,154,25.33,6.79,19.41,"2/25, 2/5, 0/29, 4/10, 0/15",bowler
Yusuf Hassan,20,13,583,18,19.71,175.33,0,0,"18, 24, 4, 7, 6",20,30.1,17,32.41,8.41,18.99,"1/28, 1/21, 1/32, 1/16, 0/20",bowler
Kwame Silva,47,34,132,34,14.43,81.38,0,0,"13, 23, 22, 2, 17",47,111.2,52,32.02,7.49,27.41,"0/24, 2/26, 0/22, 0/27, 2/17",bowler
Carlos Verma,233,181,5837,119,47.34,136.8,28,4,"7, 80, 41, 2, 5",28,19.4,1,37.57,7.86,18.37,,batter
Ethan Kumar,305,236,234,8,4.03,86.36,0,0,"15, 22, 18, 18, 17",305,306.3,312,22.97,8.07,16.79,"2/17, 1/32, 1/18, 2/27, 1/36",bowler
Rafael Silva,14,11,613,8,30.08,128.35,3,0,"19, 15, 7, 27, 0",14,17.5,15,41.29,7.68,15.14,"2/24, 0/27, 0/35, 1/29, 0/24",bowler
Sunil Adeyemi,143,90,1280,32,27.3,124.98,0,1,"16, 11, 29, 20, 10",143,152.5,152,19.4,7.4,19.8,"1/19, 1/23, 0/23, 1/24, 0/27",bowler
Omar Fernandez,1,1,748,12,28.83,91.32,1,0,"4, 26, 11, 16, 5",1,3.3,1,23.83,7.95,33.46,"0/11, 2/15, 0/31, 0/18, 1/32",bowler
Haruto Mehta,54,37,260,119,13.72,147.29,2,1,"1, 14, 8, 14, 8",10,17.3,3,24.92,9,14.38,,batter
Henry Dlamini,259,186,4773,120,34.68,142.82,17,6,"30, 43, 59, 55, 9",15,27.3,3,21.5,6.23,28.43,,batter
Hiroshi Fernandez,144,123,1676,125,20.66,150.38,29,3,"22, 8, 9, 40, 23",29,21.1,3,23.14,9.73,20.76,,batter
Noah Baker,12,7,1037,6,16.37,120.69,2,0,"0, 4, 24, 27, 13",12,12.5,10,22.72,6.02,12.41,"2/29, 2/33, 1/32, 1/25, 0/23",bowler
Ayaan Reddy,330,256,777,26,31.61,128.76,1,0,"4, 21, 23, 26, 0",330,1110.1,270,31.62,8.07,29.96,"0/21, 1/11, 0/20, 0/11, 0/5",bowler
Ibrahim Costa,224,175,3655,118,34.01,112.5,33,3,"13, 1, 7, 51, 18",19,49.5,5,54.02,10.61,38.89,,batter
Rajiv Fernandez,272,196,4747,102,33.48,193.48,22,9,"37, 4, 39, 14, 30",129,323.4,226,16.9,7.32,15.93,"1/30, 0/18, 0/36, 0/28, 1/27",allrounder
Akash Johnson,156,105,1380,20,23.15,196.25,0,1,"29, 17, 15, 8, 18",156,485.3,147,19.96,7.98,15.45,"1/41, 1/30, 1/29, 0/31, 0/26",bowler
Ethan Jones,8,5,70,51,28.14,119.15,1,0,"29, 0, 45, 31, 32",0,0,0,0,0,0,,batter
Yusuf Verma,122,106,3555,107,36.9,155.32,23,5,"54, 43, 43, 27, 2",27,28.2,11,24.87,7.67,17.89,,batter
Nikhil Williams,348,255,6899,104,28.68,141.24,34,10,"40, 1, 1, 31, 43",46,102.1,13,22.48,9.75,30.26,,batter
Mateo Verma,164,115,1363,126,12.78,121.79,28,1,"17, 7, 4, 13, 18",0,0,0,0,0,0,,batter
Rajiv Mehta,90,66,1682,119,32.17,115.07,12,3,"23, 4, 26, 2, 36",14,23,1,30.96,8.73,21.45,,batter
Suraj Okoro,136,109,3853,121,36.8,159.44,22,1,"52, 55, 30, 23, 36",24,54.3,7,30.94,7.53,19.83,,batter
Farhan Lopez,186,120,1834,117,26.42,204.15,7,3,"7, 43, 29, 2, 33",0,0,0,0,0,0,,batter
Farhan Sharma,316,232,5505,109,31.97,125.46,17,10,"1, 60, 8, 77, 5",20,15,3,23.01,6.63,24.01,,batter
Farhan Fernandez,178,138,1990,125,20.11,159.75,24,4,"4, 42, 27, 27, 30",72,185.1,141,17.47,4.75,17.77,"1/1, 0/23, 1/19, 2/14, 4/12",allrounder
George Lopez,28,25,533,118,24.97,129.57,6,1,"1, 9, 18, 0, 22",0,0,0,0,0,0,,batter
Lucas Kaur,220,149,591,33,19.31,137.15,0,0,"21, 4, 26, 1, 29",220,370,236,20.69,9.7,12.39,"1/25, 0/18, 1/34, 0/15, 0/33",bowler
George Verma,41,29,828,34,18.98,143.15,0,0,"14, 6, 3, 0, 12",41,92.3,42,29.47,9.23,22.08,"1/28, 4/10, 1/33, 1/22, 0/10",bowler
